date,date.1,close,volume,ticker
2024-07-01,1719806400000.0,124.3,281803195.0,NVDA
2024-07-01,1719806400000.0,56.75,1704199.0,TWLO
2024-07-01,1719806400000.0,113.99,901609.0,SNX
2024-07-01,1719806400000.0,163.49,447165.0,JKHY
2024-07-01,1719806400000.0,30.0,966113.0,RBRK
2024-07-01,1719806400000.0,31.22,1755258.0,CRDO
2024-07-01,1719806400000.0,49.03,708561.0,BSY
2024-07-01,1719806400000.0,185.58,349208.0,EPAM
2024-07-01,1719806400000.0,195.23,745754.0,DUOL
2024-07-01,1719806400000.0,158.97,4381482.0,GE
2024-07-01,1719806400000.0,411.16,294784.0,FDS
2024-07-01,1719806400000.0,96.51,234481.0,LOGI
2024-07-01,1719806400000.0,106.4,1974677.0,SWKS
2024-07-01,1719806400000.0,94.55,1416844.0,OKTA
2024-07-01,1719806400000.0,72.74,1086819.0,COHR
2024-07-01,1719806400000.0,142.3,683357.0,PAYC
2024-07-01,1719806400000.0,197.87,137238.0,AZPN
2024-07-01,1719806400000.0,24.89,3187313.0,GEN
2024-07-01,1719806400000.0,138.99,495038.0,GWRE
2024-07-01,1719806400000.0,59.41,3107155.0,NTNX
2024-07-01,1719806400000.0,175.1,3243012.0,IBM
2024-07-01,1719806400000.0,270.89,199046.0,CW
2024-07-01,1719806400000.0,16.02,17423081.0,SNAP
2024-07-01,1719806400000.0,243.36,189698.0,APPF
2024-07-01,1719806400000.0,57.54,1883151.0,ALAB
2024-07-01,1719806400000.0,108.52,1734822.0,JBL
2024-07-01,1719806400000.0,145.56,615200.0,LDOS
2024-07-01,1719806400000.0,81.232,71155360.0,SMCI
2024-07-01,1719806400000.0,45.07,2330080.0,DT
2024-07-01,1719806400000.0,263.51,2347423.0,MDB
2024-07-01,1719806400000.0,2.81,7311444.0,AUR
2024-07-01,1719806400000.0,788.96,1075545.0,NOW
2024-07-01,1719806400000.0,12.88,8082095.0,PATH
2024-07-01,1719806400000.0,102.74,694884.0,LNW
2024-07-01,1719806400000.0,57.71,1868919.0,LSCC
2024-07-01,1719806400000.0,33.34,614962.0,TEM
2024-07-01,1719806400000.0,117.81,1029053.0,QRVO
2024-07-01,1719806400000.0,29.34,4941880.0,MTCH
2024-07-01,1719806400000.0,97.26,3085236.0,ENPH
2024-07-01,1719806400000.0,143.09,6413867.0,ORCL
2024-07-01,1719806400000.0,176.29,376439.0,GLOB
2024-07-01,1719806400000.0,6.84,3860381.0,IONQ
2024-07-01,1719806400000.0,80.2,716672.0,PSN
2024-07-01,1719806400000.0,35.75,729744.0,VERX
2024-07-01,1719806400000.0,15.81,5809432.0,U
2024-07-01,1719806400000.0,24.38,669911.0,KVYO
2024-07-01,1719806400000.0,245.28,409783.0,MANH
2024-07-01,1719806400000.0,26.75,1455782.0,KD
2024-07-01,1719806400000.0,55.14,2624919.0,DOCU
2024-07-01,1719806400000.0,25.88,32300542.0,PLTR
2024-07-01,1719806400000.0,224.72,1481888.0,WDAY
2024-07-01,1719806400000.0,256.21,5744501.0,CRM
2024-07-01,1719806400000.0,28.54,2656323.0,CFLT
2024-07-01,1719806400000.0,52.81,1491465.0,BILL
2024-07-01,1719806400000.0,22.53,3007995.0,DBX
2024-07-01,1719806400000.0,110.36,728432.0,MTSI
2024-07-01,1719806400000.0,51.34,3731296.0,GTLB
2024-07-01,1719806400000.0,115.48,1370177.0,ESTC
2024-07-01,1719806400000.0,50.33,1806352.0,DAY
2024-07-01,1719806400000.0,132.0,612774.0,PCTY
2024-07-01,1719806400000.0,27.47,777254.0,DOCS
2024-07-01,1719806400000.0,157.69,50217006.0,AMD
2024-07-01,1719806400000.0,245.83,1150603.0,ADSK
2024-07-01,1719806400000.0,427.76,94689.0,CACI
2024-07-01,1719806400000.0,142.77,9875780.0,SNOW
2024-07-01,1719806400000.0,86.66,8210652.0,VRT
2024-07-01,1719806400000.0,130.5,3920285.0,DDOG
2024-07-01,1719806400000.0,97.97,2053034.0,TTD
2024-07-01,1719806400000.0,175.71,647731.0,VRSN
2024-07-01,1719806400000.0,62.31,744148.0,SSNC
2024-07-01,1719806400000.0,37.06,3611120.0,RBLX
2024-07-01,1719806400000.0,97.54,369793.0,ALTR
2024-07-01,1719806400000.0,268.11,783615.0,VRSK
2024-07-01,1719806400000.0,67.52,4454544.0,APH
2024-07-01,1719806400000.0,194.6,2797247.0,TXN
2024-07-01,1719806400000.0,59.85,4422038.0,FTNT
2024-07-01,1719806400000.0,108.05,2352586.0,EMR
2024-07-01,1719806400000.0,142.82,11346612.0,DELL
2024-07-01,1719806400000.0,386.37,416663.0,MSI
2024-07-01,1719806400000.0,83.95,1962413.0,NET
2024-07-01,1719806400000.0,601.75,596927.0,SNPS
2024-07-01,1719806400000.0,30.84,31503162.0,INTC
2024-07-01,1719806400000.0,392.15,2846520.0,CRWD
2024-07-01,1719806400000.0,827.79,462979.0,KLAC
2024-07-01,1719806400000.0,650.77,1170722.0,INTU
2024-07-01,1719806400000.0,106.063,6015460.0,LRCX
2024-07-01,1719806400000.0,71.0,7078849.0,MRVL
2024-07-01,1719806400000.0,225.18,2206223.0,ADI
2024-07-01,1719806400000.0,131.52,24544688.0,MU
2024-07-01,1719806400000.0,235.67,1901600.0,ADP
2024-07-01,1719806400000.0,84.82,3340153.0,APP
2024-07-01,1719806400000.0,170.45,4697840.0,PANW
2024-07-01,1719806400000.0,69.9,10639065.0,NEE
2024-07-01,1719806400000.0,310.92,1304803.0,CDNS
2024-07-01,1719806400000.0,67.74,2091051.0,CTSH
2024-07-01,1719806400000.0,59.27,348239.0,PEGA
2024-07-01,1719806400000.0,136.597,14129320.0,MSTR
2024-07-01,1719806400000.0,216.75,59475152.0,AAPL
2024-07-01,1719806400000.0,222.71,3548941.0,FSLR
2024-07-01,1719806400000.0,119.27,310363.0,ARW
2024-07-01,1719806400000.0,50.26,1064652.0,GFS
2024-07-01,1719806400000.0,69.18,4166332.0,ON
2024-07-01,1719806400000.0,76.38,3583578.0,WDC
2024-07-01,1719806400000.0,65.51,2717210.0,PSTG
2024-07-01,1719806400000.0,200.03,6552797.0,QCOM
2024-07-01,1719806400000.0,359.14,647238.0,HUBB
2024-07-01,1719806400000.0,59.21,1855445.0,ZM
2024-07-01,1719806400000.0,499.52,254271.0,TYL
2024-07-01,1719806400000.0,130.24,2092245.0,NTAP
2024-07-01,1719806400000.0,147.28,46350.0,UI
2024-07-01,1719806400000.0,34.85,4254056.0,IOT
2024-07-01,1719806400000.0,141.5,1480511.0,GDDY
2024-07-01,1719806400000.0,198.62,2959237.0,ZS
2024-07-01,1719806400000.0,91.59,8260098.0,MCHP
