date,close,volume,ticker
09.10.2024,178.29,8055862,ORCL
10.10.2024,175.41,6964464,ORCL
11.10.2024,175.77,5528765,ORCL
14.10.2024,176.12,4427083,ORCL
15.10.2024,174.09,5753707,ORCL
16.10.2024,174.77,6314160,ORCL
17.10.2024,175.68,5411574,ORCL
18.10.2024,174.69,4867838,ORCL
21.10.2024,173.76,4079226,ORCL
22.10.2024,175.31,4701916,ORCL
23.10.2024,173.1,4704679,ORCL
24.10.2024,174.38,3351870,ORCL
25.10.2024,173.52,3560518,ORCL
28.10.2024,172.42,3804158,ORCL
29.10.2024,173.43,3373357,ORCL
30.10.2024,174.56,5629952,ORCL
31.10.2024,167.84,9131184,ORCL
01.10.2024,270.87,4256746,CRM
02.10.2024,279.48,8423126,CRM
03.10.2024,280.91,3820822,CRM
04.10.2024,287.75,6072067,CRM
07.10.2024,284.57,4662557,CRM
08.10.2024,291.57,5086774,CRM
09.10.2024,287.92,4693870,CRM
10.10.2024,290.17,3788156,CRM
11.10.2024,288.1,3470494,CRM
14.10.2024,291.64,3166455,CRM
15.10.2024,288.35,3683663,CRM
16.10.2024,290.86,2953986,CRM
17.10.2024,291.11,2714597,CRM
18.10.2024,292.94,2958747,CRM
21.10.2024,291.29,2585340,CRM
22.10.2024,288.33,3005324,CRM
23.10.2024,284.43,3124335,CRM
24.10.2024,286.76,2949696,CRM
25.10.2024,290.46,3264258,CRM
28.10.2024,293.77,3402580,CRM
29.10.2024,298.89,4115163,CRM
30.10.2024,296.4,2655724,CRM
31.10.2024,291.37,4065090,CRM
01.10.2024,867.18,1276345,NOW
02.10.2024,880.41,918258,NOW
03.10.2024,890.64,1181069,NOW
04.10.2024,917.68,1175781,NOW
07.10.2024,905.94,1111628,NOW
08.10.2024,922,1146830,NOW
09.10.2024,938.65,1090350,NOW
10.10.2024,944.63,1088665,NOW
11.10.2024,938.59,835322,NOW
14.10.2024,944.69,559886,NOW
15.10.2024,927.96,957514,NOW
16.10.2024,918.87,994968,NOW
17.10.2024,917.12,682241,NOW
18.10.2024,921.75,1188630,NOW
21.10.2024,918.34,1325457,NOW
22.10.2024,917.95,933335,NOW
23.10.2024,907.68,1829374,NOW
24.10.2024,956.58,3376895,NOW
25.10.2024,950.85,1432546,NOW
28.10.2024,945,1208994,NOW
29.10.2024,953.08,1555704,NOW
30.10.2024,950,913851,NOW
31.10.2024,932.99,1282285,NOW
01.10.2024,186.3,3649263,GE
02.10.2024,186.44,2799577,GE
03.10.2024,183.89,3933828,GE
04.10.2024,187.08,3839683,GE
07.10.2024,185.96,2425909,GE
08.10.2024,187.47,3563526,GE
09.10.2024,189.28,2258796,GE
10.10.2024,188.12,2249660,GE
11.10.2024,191.16,2932632,GE
14.10.2024,192.63,2608211,GE
15.10.2024,190.57,3492259,GE
16.10.2024,192.18,2845043,GE
17.10.2024,192.62,2591513,GE
18.10.2024,192.61,3005797,GE
21.10.2024,194.23,4689440,GE
22.10.2024,176.66,15587747,GE
23.10.2024,181.69,8879233,GE
24.10.2024,179.74,4272809,GE
25.10.2024,179.1,3657548,GE
28.10.2024,175.36,5566826,GE
29.10.2024,174.05,5046804,GE
30.10.2024,174.64,3505124,GE
31.10.2024,171.78,4967351,GE
01.10.2024,219.35,3428344,IBM
02.10.2024,219.73,3194921,IBM
03.10.2024,222.72,3660182,IBM
04.10.2024,226,3481756,IBM
07.10.2024,227.12,3360758,IBM
08.10.2024,228.62,3182878,IBM
09.10.2024,234.3,5035835,IBM
10.10.2024,233.02,3054166,IBM
11.10.2024,233.26,3349285,IBM
14.10.2024,235.26,2465733,IBM
15.10.2024,232.96,3276366,IBM
16.10.2024,233.67,2761053,IBM
17.10.2024,232.88,5004603,IBM
18.10.2024,232.2,4499852,IBM
21.10.2024,231.75,2660720,IBM
22.10.2024,232.25,2938251,IBM
23.10.2024,232.75,5697014,IBM
24.10.2024,218.39,10871508,IBM
25.10.2024,214.67,7548442,IBM
28.10.2024,212.91,4875465,IBM
29.10.2024,210.43,5090841,IBM
30.10.2024,204.9,6762397,IBM
31.10.2024,206.72,5539573,IBM
01.10.2024,159.75,31234446,AMD
02.10.2024,159.78,24457915,AMD
03.10.2024,162.85,29386646,AMD
04.10.2024,170.9,44209614,AMD
07.10.2024,170.97,38157530,AMD
08.10.2024,172.8,34117850,AMD
09.10.2024,171.02,33656214,AMD
10.10.2024,164.18,74593401,AMD
11.10.2024,167.89,41218946,AMD
14.10.2024,165.27,31618386,AMD
15.10.2024,156.64,50558803,AMD
16.10.2024,156.13,30482034,AMD
17.10.2024,156.25,29227901,AMD
18.10.2024,155.97,22840598,AMD
21.10.2024,157.9,25343541,AMD
22.10.2024,154.09,34017966,AMD
23.10.2024,152.91,25681976,AMD
24.10.2024,153.44,22569815,AMD
25.10.2024,156.23,28827595,AMD
28.10.2024,159.92,30074121,AMD
29.10.2024,166.25,70213255,AMD
30.10.2024,148.6,83096142,AMD
31.10.2024,144.07,44087044,AMD
01.10.2024,165.78,8089903,QCOM
02.10.2024,168.32,4368994,QCOM
03.10.2024,168.92,5868083,QCOM
04.10.2024,168.9,6519583,QCOM
07.10.2024,166.94,4083481,QCOM
08.10.2024,166.34,7325080,QCOM
09.10.2024,170.22,5213605,QCOM
10.10.2024,168.52,4845572,QCOM
11.10.2024,169.98,3710825,QCOM
14.10.2024,178.04,9868085,QCOM
15.10.2024,174.09,12520242,QCOM
16.10.2024,171.48,6366847,QCOM
17.10.2024,171.1,6015429,QCOM
18.10.2024,170.92,5992351,QCOM
21.10.2024,169.01,6904816,QCOM
22.10.2024,173.18,7244871,QCOM
23.10.2024,166.6,9709552,QCOM
24.10.2024,168.1,4800404,QCOM
25.10.2024,170.27,5168727,QCOM
28.10.2024,172.22,4673163,QCOM
29.10.2024,176,5570848,QCOM
30.10.2024,167.62,8608254,QCOM
31.10.2024,162.77,9642540,QCOM
01.10.2024,502.8,3608082,ADBE
02.10.2024,505.81,1949062,ADBE
03.10.2024,503.8,1801222,ADBE
04.10.2024,507.22,1919333,ADBE
07.10.2024,487.3,4667724,ADBE
08.10.2024,496.24,3453337,ADBE
09.10.2024,494.08,2847722,ADBE
10.10.2024,503.57,2680151,ADBE
11.10.2024,495.42,2953604,ADBE
14.10.2024,509.65,3189686,ADBE
15.10.2024,508.03,3196550,ADBE
16.10.2024,502.54,1837159,ADBE
17.10.2024,496.83,2573308,ADBE
18.10.2024,494.9,1988747,ADBE
21.10.2024,497.71,1644637,ADBE
22.10.2024,493.11,2343681,ADBE
23.10.2024,485.03,1953591,ADBE
24.10.2024,482.87,2036422,ADBE
25.10.2024,483.72,1967867,ADBE
28.10.2024,481.04,2043243,ADBE
29.10.2024,485.39,1997515,ADBE
30.10.2024,486.68,2650674,ADBE
31.10.2024,478.08,2782810,ADBE
01.10.2024,36.46,52535921,PLTR
02.10.2024,37.49,34780150,PLTR
03.10.2024,39.24,56956586,PLTR
04.10.2024,40.01,62298695,PLTR
07.10.2024,38.89,43724365,PLTR
08.10.2024,41.45,62133811,PLTR
09.10.2024,43.13,86102571,PLTR
10.10.2024,43.52,61862569,PLTR
11.10.2024,43.51,65634141,PLTR
14.10.2024,43.4,40763005,PLTR
15.10.2024,42.43,47476217,PLTR
16.10.2024,41.93,58489183,PLTR
17.10.2024,42,33770451,PLTR
18.10.2024,42.97,31383149,PLTR
21.10.2024,42.7,30384665,PLTR
22.10.2024,42.94,27274369,PLTR
23.10.2024,42.59,35495722,PLTR
24.10.2024,43.56,33396159,PLTR
25.10.2024,44.86,50196988,PLTR
28.10.2024,44.97,36552855,PLTR
29.10.2024,44.93,25888096,PLTR
30.10.2024,43.69,30970536,PLTR
31.10.2024,41.56,50577116,PLTR
01.10.2024,201.6,5958685,TXN
02.10.2024,203.43,4336017,TXN
03.10.2024,201.67,2863586,TXN
04.10.2024,202.71,3522841,TXN
07.10.2024,201.27,2662438,TXN
08.10.2024,202.21,5914594,TXN
09.10.2024,204.97,3081136,TXN
10.10.2024,202.47,3441463,TXN
11.10.2024,205.11,2744973,TXN
14.10.2024,208.655,2735886,TXN
15.10.2024,199.84,6717048,TXN
16.10.2024,200.69,3206684,TXN
17.10.2024,198.3,4219371,TXN
18.10.2024,198.47,3943650,TXN
21.10.2024,195.77,4701580,TXN
22.10.2024,193.97,7610334,TXN
23.10.2024,201.74,10465501,TXN
24.10.2024,206.61,8700541,TXN
25.10.2024,206.93,4085105,TXN
28.10.2024,205.83,4315554,TXN
29.10.2024,211.35,5279524,TXN
30.10.2024,207.93,4720938,TXN
31.10.2024,203.16,6043421,TXN
01.10.2024,606.28,1804698,INTU
02.10.2024,607.28,1149979,INTU
03.10.2024,603.81,1211463,INTU
04.10.2024,610.67,1048148,INTU
07.10.2024,602.43,1639492,INTU
08.10.2024,613.37,1115878,INTU
09.10.2024,621.61,1167115,INTU
10.10.2024,619.3,1068816,INTU
11.10.2024,616.68,1115790,INTU
14.10.2024,617.16,974704,INTU
15.10.2024,617.89,1126365,INTU
16.10.2024,609.39,1114980,INTU
17.10.2024,609.23,1102400,INTU
18.10.2024,613.29,1078053,INTU
21.10.2024,613.93,1037584,INTU
22.10.2024,609.59,916087,INTU
23.10.2024,602.01,1091779,INTU
24.10.2024,603.98,846896,INTU
25.10.2024,609.27,890868,INTU
28.10.2024,612.09,955146,INTU
29.10.2024,623.7,987743,INTU
30.10.2024,621.11,969030,INTU
31.10.2024,610.3,1413009,INTU
01.10.2024,197.2,6422652,AMAT
02.10.2024,201.15,5450544,AMAT
03.10.2024,199.59,3722399,AMAT
04.10.2024,201.97,4077992,AMAT
07.10.2024,200.13,3501208,AMAT
08.10.2024,200.88,3460421,AMAT
09.10.2024,205.06,3991737,AMAT
10.10.2024,203.96,3501331,AMAT
11.10.2024,205.06,2442287,AMAT
14.10.2024,213.89,5095631,AMAT
15.10.2024,191.02,16558384,AMAT
16.10.2024,184.59,10972552,AMAT
17.10.2024,183.24,9666637,AMAT
18.10.2024,186.36,5604932,AMAT
21.10.2024,184.46,4709261,AMAT
22.10.2024,183,6596718,AMAT
23.10.2024,182.7,5967569,AMAT
24.10.2024,183.75,5670939,AMAT
25.10.2024,186.52,4359500,AMAT
28.10.2024,185.34,3928268,AMAT
29.10.2024,190.12,5783593,AMAT
30.10.2024,185.3,5342535,AMAT
31.10.2024,181.58,6913438,AMAT
01.10.2024,85.27,8638115,NEE
02.10.2024,85.43,7742325,NEE
03.10.2024,85.05,6486951,NEE
04.10.2024,83.85,7462455,NEE
07.10.2024,80.29,11304215,NEE
08.10.2024,80.5,9642594,NEE
09.10.2024,80.58,9906661,NEE
10.10.2024,80.94,7630258,NEE
11.10.2024,81.86,6674710,NEE
14.10.2024,82.91,5680812,NEE
15.10.2024,82.79,13921546,NEE
16.10.2024,84.39,6836509,NEE
17.10.2024,83.78,6042924,NEE
18.10.2024,84.38,7270462,NEE
21.10.2024,84.03,6938101,NEE
22.10.2024,83.7,8165530,NEE
23.10.2024,84.96,10593675,NEE
24.10.2024,82.81,9266446,NEE
25.10.2024,81.43,6040600,NEE
28.10.2024,82.87,8500194,NEE
29.10.2024,79.56,19168676,NEE
30.10.2024,79.09,10971195,NEE
31.10.2024,79.25,12473650,NEE
01.10.2024,164.645,5325628,PANW
02.10.2024,166.065,3928856,PANW
03.10.2024,167.97,3945678,PANW
04.10.2024,171.18,4043492,PANW
07.10.2024,168.97,4107520,PANW
08.10.2024,177.565,6490276,PANW
09.10.2024,181.435,4873052,PANW
10.10.2024,184.7,4413318,PANW
11.10.2024,186.6,4550038,PANW
14.10.2024,186.955,2951762,PANW
15.10.2024,187.22,7045626,PANW
16.10.2024,186.615,6133496,PANW
17.10.2024,188.075,3031608,PANW
18.10.2024,187.415,2807496,PANW
21.10.2024,189.205,4180002,PANW
22.10.2024,188.05,3062040,PANW
23.10.2024,179.095,5252730,PANW
24.10.2024,182.29,2819984,PANW
25.10.2024,183.22,2564216,PANW
28.10.2024,181.175,2888940,PANW
29.10.2024,182.695,4212216,PANW
30.10.2024,179.755,2794212,PANW
31.10.2024,180.165,3934302,PANW
01.10.2024,130.65,2539982,APP
02.10.2024,131.36,2575957,APP
03.10.2024,135.25,3151574,APP
04.10.2024,139.66,3947722,APP
07.10.2024,139.95,3766794,APP
08.10.2024,143.51,2604970,APP
09.10.2024,143.4,4033162,APP
10.10.2024,144.84,3842330,APP
11.10.2024,147,4024491,APP
14.10.2024,145.3,5060222,APP
15.10.2024,143.81,4551161,APP
16.10.2024,144.85,4218235,APP
17.10.2024,143,2579433,APP
18.10.2024,145.22,2758720,APP
21.10.2024,158.85,5767007,APP
22.10.2024,158.95,3360684,APP
23.10.2024,159.4,4021437,APP
24.10.2024,159,2477670,APP
25.10.2024,161.63,2090430,APP
28.10.2024,166.185,2566809,APP
29.10.2024,172.24,2864841,APP
30.10.2024,171.65,2966772,APP
31.10.2024,169.39,2749518,APP
01.10.2024,280.08,1814993,ADP
02.10.2024,283.55,1265008,ADP
03.10.2024,284.62,1463470,ADP
04.10.2024,285.16,1050194,ADP
07.10.2024,282.12,1389624,ADP
08.10.2024,285.42,1108247,ADP
09.10.2024,287.77,1214222,ADP
10.10.2024,286.91,813744,ADP
11.10.2024,288.36,887109,ADP
14.10.2024,291,941991,ADP
15.10.2024,290.04,1461211,ADP
16.10.2024,290.7,936257,ADP
17.10.2024,291.96,1840877,ADP
18.10.2024,292.29,2585102,ADP
21.10.2024,290.91,800529,ADP
22.10.2024,291.34,793006,ADP
23.10.2024,290.04,1132271,ADP
24.10.2024,289.43,1159941,ADP
25.10.2024,287.96,796822,ADP
28.10.2024,286.44,1263921,ADP
29.10.2024,287.95,1854076,ADP
30.10.2024,292.78,1540031,ADP
31.10.2024,289.24,2052912,ADP
01.10.2024,100.31,33933910,MU
02.10.2024,99.85,25224952,MU
03.10.2024,101.82,21933225,MU
04.10.2024,102.25,21872446,MU
07.10.2024,102.91,20819740,MU
08.10.2024,102.54,17257584,MU
09.10.2024,101.7,18151769,MU
10.10.2024,105.69,27139390,MU
11.10.2024,106.92,19019219,MU
14.10.2024,108.34,14455803,MU
15.10.2024,104.32,23229626,MU
16.10.2024,109.24,20135111,MU
17.10.2024,112.05,25348463,MU
18.10.2024,111.15,16549635,MU
21.10.2024,109.08,14196715,MU
22.10.2024,107.82,12566095,MU
23.10.2024,105.05,15073964,MU
24.10.2024,106.85,11918744,MU
25.10.2024,107.91,11701651,MU
28.10.2024,106.39,10571655,MU
29.10.2024,108.18,12444477,MU
30.10.2024,104.08,14130277,MU
31.10.2024,99.65,19112514,MU
01.10.2024,223.67,2786268,ADI
02.10.2024,227.73,1811297,ADI
03.10.2024,226.56,2024826,ADI
04.10.2024,228.23,1604065,ADI
07.10.2024,226.51,1491015,ADI
08.10.2024,229.4,2350919,ADI
09.10.2024,233.24,2299787,ADI
10.10.2024,230.7,1656037,ADI
11.10.2024,232.86,1364443,ADI
14.10.2024,236.43,1602743,ADI
15.10.2024,225.87,4049057,ADI
16.10.2024,227.49,1567140,ADI
17.10.2024,227.34,2918176,ADI
18.10.2024,228.33,1733740,ADI
21.10.2024,225.67,2177908,ADI
22.10.2024,224.62,1788622,ADI
23.10.2024,226.85,2420919,ADI
24.10.2024,229.68,2318852,ADI
25.10.2024,230.17,1582464,ADI
28.10.2024,230.14,2884122,ADI
29.10.2024,235.23,1860926,ADI
30.10.2024,230.12,1996437,ADI
31.10.2024,223.11,3892113,ADI
01.10.2024,70.31,11046085,MRVL
02.10.2024,72.04,10694826,MRVL
03.10.2024,72.24,7680675,MRVL
04.10.2024,73.41,9790440,MRVL
07.10.2024,73.72,8001050,MRVL
08.10.2024,73.11,9508209,MRVL
09.10.2024,72.84,7750355,MRVL
10.10.2024,72.54,7367299,MRVL
11.10.2024,74.01,7612428,MRVL
14.10.2024,77.68,12288955,MRVL
15.10.2024,79.41,24921028,MRVL
16.10.2024,81.68,16308527,MRVL
17.10.2024,79.91,12955539,MRVL
18.10.2024,79.85,5904734,MRVL
21.10.2024,81.83,8361036,MRVL
22.10.2024,83.35,8748987,MRVL
23.10.2024,81.83,8275825,MRVL
24.10.2024,81.93,6149183,MRVL
25.10.2024,81.61,6724956,MRVL
28.10.2024,83.44,6500225,MRVL
29.10.2024,84.87,8334155,MRVL
30.10.2024,82.8,8296558,MRVL
31.10.2024,80.11,10656177,MRVL
01.10.2024,79.738,12695530,LRCX
02.10.2024,81.409,14186900,LRCX
03.10.2024,81.11,6628495,LRCX
04.10.2024,81.54,7107053,LRCX
07.10.2024,80.61,6923540,LRCX
08.10.2024,81.01,6249698,LRCX
09.10.2024,82.86,8604211,LRCX
10.10.2024,82.06,6877015,LRCX
11.10.2024,82.89,6376670,LRCX
14.10.2024,85.7,8066388,LRCX
15.10.2024,76.36,25567186,LRCX
16.10.2024,74.14,20467168,LRCX
17.10.2024,73.14,19145709,LRCX
18.10.2024,72.84,16430539,LRCX
21.10.2024,72.84,12074523,LRCX
22.10.2024,73,13192833,LRCX
23.10.2024,72.86,19982676,LRCX
24.10.2024,76.57,21884477,LRCX
25.10.2024,77.68,14131807,LRCX
28.10.2024,75.45,9126685,LRCX
29.10.2024,78.31,10663040,LRCX
30.10.2024,76.45,10265735,LRCX
31.10.2024,74.35,12145812,LRCX
01.10.2024,753.69,1146173,KLAC
02.10.2024,777.36,694634,KLAC
03.10.2024,774.56,573244,KLAC
04.10.2024,787.39,750256,KLAC
07.10.2024,781.67,656271,KLAC
08.10.2024,783.9,625868,KLAC
09.10.2024,804.63,606361,KLAC
10.10.2024,797.98,435947,KLAC
11.10.2024,803.73,560246,KLAC
14.10.2024,829.65,558947,KLAC
15.10.2024,707.72,2870822,KLAC
16.10.2024,682.59,2268142,KLAC
17.10.2024,670.25,1847067,KLAC
18.10.2024,678.52,1080401,KLAC
21.10.2024,673.61,686900,KLAC
22.10.2024,670.08,741786,KLAC
23.10.2024,664.63,834438,KLAC
24.10.2024,666.16,831669,KLAC
25.10.2024,673.07,916877,KLAC
28.10.2024,674.35,918710,KLAC
29.10.2024,696.23,1277878,KLAC
30.10.2024,691.8,1357323,KLAC
31.10.2024,666.23,1915163,KLAC
01.10.2024,63.62,6104677,APH
02.10.2024,62.14,8429779,APH
03.10.2024,62.07,6458826,APH
04.10.2024,62.4,5233238,APH
07.10.2024,62.85,4832786,APH
08.10.2024,64.33,6600315,APH
09.10.2024,64.94,4335640,APH
10.10.2024,64.56,3769223,APH
11.10.2024,65.56,5104690,APH
14.10.2024,67.38,6558655,APH
15.10.2024,65.7,14604931,APH
16.10.2024,67,6778399,APH
17.10.2024,67.54,6486954,APH
18.10.2024,67.46,9939737,APH
21.10.2024,66.87,8114056,APH
22.10.2024,66.85,6694971,APH
23.10.2024,68.47,12154835,APH
24.10.2024,69.8,9705841,APH
25.10.2024,69.41,6747803,APH
28.10.2024,68.68,6069195,APH
29.10.2024,68.88,7868562,APH
30.10.2024,68.36,5047759,APH
31.10.2024,67.02,6137040,APH
01.10.2024,275.15,3080946,CRWD
02.10.2024,280.24,2565946,CRWD
03.10.2024,283.75,3248139,CRWD
04.10.2024,292.24,3098707,CRWD
07.10.2024,286.97,2255070,CRWD
08.10.2024,293.01,2833076,CRWD
09.10.2024,298.34,2514033,CRWD
10.10.2024,314.92,7842044,CRWD
11.10.2024,320.21,4554488,CRWD
14.10.2024,310.52,4425799,CRWD
15.10.2024,302.31,3689629,CRWD
16.10.2024,306.24,2866239,CRWD
17.10.2024,310.34,3060601,CRWD
18.10.2024,310.15,2859495,CRWD
21.10.2024,309.55,3140373,CRWD
22.10.2024,308.51,1976696,CRWD
23.10.2024,299.3,3076710,CRWD
24.10.2024,304.47,1957916,CRWD
25.10.2024,300.62,5889733,CRWD
28.10.2024,301.32,3212227,CRWD
29.10.2024,310.94,3164568,CRWD
30.10.2024,307.45,1890725,CRWD
31.10.2024,296.87,3382073,CRWD
01.10.2024,22.69,75135879,INTC
02.10.2024,22.39,58700455,INTC
03.10.2024,22.26,48609082,INTC
04.10.2024,22.59,49395509,INTC
07.10.2024,22.38,43492602,INTC
08.10.2024,23.32,56611606,INTC
09.10.2024,23.46,42706886,INTC
10.10.2024,23.22,42971342,INTC
11.10.2024,23.56,42993576,INTC
14.10.2024,23.44,34862608,INTC
15.10.2024,22.66,68419472,INTC
16.10.2024,22.31,61699987,INTC
17.10.2024,22.44,42662156,INTC
18.10.2024,22.77,34990255,INTC
21.10.2024,22.84,39200183,INTC
22.10.2024,22.4,39381323,INTC
23.10.2024,21.98,45479770,INTC
24.10.2024,22.34,37561243,INTC
25.10.2024,22.68,66008230,INTC
28.10.2024,22.92,38818843,INTC
29.10.2024,22.9,65008442,INTC
30.10.2024,22.3,48321415,INTC
31.10.2024,21.52,107512612,INTC
01.10.2024,263.32,1651464,CDNS
02.10.2024,267.01,1154422,CDNS
03.10.2024,265.79,1099977,CDNS
04.10.2024,268.65,1074984,CDNS
07.10.2024,262.86,1174010,CDNS
08.10.2024,270.15,1656946,CDNS
09.10.2024,279.56,1412441,CDNS
10.10.2024,280.64,1013475,CDNS
11.10.2024,282.39,1269146,CDNS
14.10.2024,282.14,1257061,CDNS
15.10.2024,269.47,2429684,CDNS
16.10.2024,262.95,2136669,CDNS
17.10.2024,263.03,2195522,CDNS
